OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
19391;A000358696;A135S;VITTORIA ASSICURAZIONI S.P.A.
19392;A000358945;A044S;GENERALI ITALIA S.P.A.
19393;A000358945;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19394;A000358945;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19395;A000358970;40646;EUROHERC OSIGURANJE D.D.
19396;A000358970;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19397;A000358970;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19398;A000358970;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19399;A000358970;A339S;CNP VITA ASSICURA S.P.A.
19400;A000358970;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19401;A000358970;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
19402;A000359141;A044S;GENERALI ITALIA S.P.A.
19403;A000359141;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19404;A000359284;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19405;A000359284;A294S;SARA VITA S.P.A.
19406;A000359311;A037S;AXA ASSICURAZIONI S.P.A.
19407;A000359311;A055X;HDI ASSICURAZIONI S.P.A.
19408;A000359311;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19409;A000359311;A213S;ATHORA ITALIA S.P.A.
19410;A000359311;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19411;A000359311;A484S;TUTELA LEGALE S.P.A.
19412;A000359311;A499S;QUIXA ASSICURAZIONI S.P.A.
19413;A000359311;C399R;INTER PARTNER ASSISTANCE SA
19414;A000359311;D891R;AWP P&C S.A.
19415;A000359311;D962R;XL INSURANCE COMPANY SE
19416;A000359515;A463S;ALLIANZ SOCIETA' PER AZIONI
19417;A000359515;D878R;ALLIANZ GLOBAL LIFE DAC
19418;A000359515;D891R;AWP P&C S.A.
19419;A000359515;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19420;A000359782;A342S;UNISALUTE S.P.A.
19421;A000359782;A505S;UNIPOL ASSICURAZIONI S.P.A.
19422;A000359857;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
19423;A000359857;A183S;ITAS VITA S.P.A.
19424;A000359857;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19425;A000360080;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19426;A000360115;A044S;GENERALI ITALIA S.P.A.
19427;A000360115;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19428;A000360115;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19429;A000360152;A135S;VITTORIA ASSICURAZIONI S.P.A.
19430;A000360155;A342S;UNISALUTE S.P.A.
19431;A000360155;A505S;UNIPOL ASSICURAZIONI S.P.A.
19432;A000360233;A463S;ALLIANZ SOCIETA' PER AZIONI
19433;A000360233;D891R;AWP P&C S.A.
19434;A000360234;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19435;A000360237;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
19436;A000360237;A183S;ITAS VITA S.P.A.
19437;A000360306;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19438;A000360370;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19439;A000360370;D952R;LLOYD'S INSURANCE COMPANY SA
19440;A000360420;A044S;GENERALI ITALIA S.P.A.
19441;A000360420;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19442;A000360420;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19443;A000360427;D947R;AIG EUROPE S.A.
19444;A000360446;D947R;AIG EUROPE S.A.
19445;A000360447;D947R;AIG EUROPE S.A.
19446;A000362124;A135S;VITTORIA ASSICURAZIONI S.P.A.
19447;A000362182;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19448;A000362182;A342S;UNISALUTE S.P.A.
19449;A000362182;A505S;UNIPOL ASSICURAZIONI S.P.A.
19450;A000362585;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19451;A000362596;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19452;A000362596;A294S;SARA VITA S.P.A.
19453;A000362638;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19454;A000362638;A463S;ALLIANZ SOCIETA' PER AZIONI
19455;A000362638;A505S;UNIPOL ASSICURAZIONI S.P.A.
19456;A000362638;D891R;AWP P&C S.A.
19457;A000362685;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19458;A000362685;D866R;ZURICH INSURANCE EUROPE AG
19459;A000362685;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19460;A000362685;X497R;ZURICH INSURANCE COMPANY LTD
19461;A000362717;A044S;GENERALI ITALIA S.P.A.
19462;A000362717;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19463;A000362717;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19464;A000362717;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19465;A000362922;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19466;A000362922;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19467;A000363014;A044S;GENERALI ITALIA S.P.A.
19468;A000363014;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19469;A000363014;A339S;CNP VITA ASSICURA S.P.A.
19470;A000363014;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19471;A000363014;A463S;ALLIANZ SOCIETA' PER AZIONI
19472;A000363014;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19473;A000363021;A044S;GENERALI ITALIA S.P.A.
19474;A000363021;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19475;A000363334;A463S;ALLIANZ SOCIETA' PER AZIONI
19476;A000363334;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19477;A000363334;D878R;ALLIANZ GLOBAL LIFE DAC
19478;A000363334;D891R;AWP P&C S.A.
19479;A000363334;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19480;A000363397;A037S;AXA ASSICURAZIONI S.P.A.
19481;A000363397;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19482;A000363397;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19483;A000363397;A463S;ALLIANZ SOCIETA' PER AZIONI
19484;A000363397;C399R;INTER PARTNER ASSISTANCE SA
19485;A000363484;A044S;GENERALI ITALIA S.P.A.
19486;A000363484;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19487;A000363484;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19488;A000363520;A342S;UNISALUTE S.P.A.
19489;A000363520;A484S;TUTELA LEGALE S.P.A.
19490;A000363520;A505S;UNIPOL ASSICURAZIONI S.P.A.
19491;A000363700;A135S;VITTORIA ASSICURAZIONI S.P.A.
19492;A000364307;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19493;A000364307;A294S;SARA VITA S.P.A.
19494;A000364546;A044S;GENERALI ITALIA S.P.A.
19495;A000364546;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19496;A000364546;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19497;A000365396;A044S;GENERALI ITALIA S.P.A.
19498;A000365396;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19499;A000365396;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19500;A000365396;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19501;A000365403;A135S;VITTORIA ASSICURAZIONI S.P.A.
19502;A000365404;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19503;A000365405;A463S;ALLIANZ SOCIETA' PER AZIONI
19504;A000365405;A505S;UNIPOL ASSICURAZIONI S.P.A.
19505;A000365405;D878R;ALLIANZ GLOBAL LIFE DAC
19506;A000365405;D891R;AWP P&C S.A.
19507;A000365405;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19508;A000365406;A342S;UNISALUTE S.P.A.
19509;A000365406;A505S;UNIPOL ASSICURAZIONI S.P.A.
19510;A000365534;A055X;HDI ASSICURAZIONI S.P.A.
19511;A000365534;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
19512;A000365534;A505S;UNIPOL ASSICURAZIONI S.P.A.
19513;A000365567;A463S;ALLIANZ SOCIETA' PER AZIONI
19514;A000365567;D878R;ALLIANZ GLOBAL LIFE DAC
19515;A000365567;D891R;AWP P&C S.A.
19516;A000365567;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19517;A000365882;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19518;A000366666;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19519;A000366666;A484S;TUTELA LEGALE S.P.A.
19520;A000366666;C399R;INTER PARTNER ASSISTANCE SA
19521;A000366666;D952R;LLOYD'S INSURANCE COMPANY SA
19522;A000366689;A055X;HDI ASSICURAZIONI S.P.A.
19523;A000366689;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19524;A000366689;A342S;UNISALUTE S.P.A.
19525;A000366689;A361S;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.
19526;A000366689;A463S;ALLIANZ SOCIETA' PER AZIONI
19527;A000366689;A480S;REVO INSURANCE S.P.A.
19528;A000366689;A492S;S2C S.P.A. COMPAGNIA DI ASSICURAZIONI DI CREDITI E CAUZIONI
19529;A000366689;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19530;A000366689;A505S;UNIPOL ASSICURAZIONI S.P.A.
19531;A000366689;D866R;ZURICH INSURANCE EUROPE AG
19532;A000366689;D963R;LIBERTY MUTUAL INSURANCE EUROPE SE
19533;A000366689;X497R;ZURICH INSURANCE COMPANY LTD
19534;A000366712;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
19535;A000366712;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
19536;A000366712;A463S;ALLIANZ SOCIETA' PER AZIONI
19537;A000366712;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19538;A000366712;D878R;ALLIANZ GLOBAL LIFE DAC
19539;A000366712;D891R;AWP P&C S.A.
19540;A000366712;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19541;A000366721;A342S;UNISALUTE S.P.A.
19542;A000366721;A505S;UNIPOL ASSICURAZIONI S.P.A.
19543;A000366789;A044S;GENERALI ITALIA S.P.A.
19544;A000366789;A113C;GENERTEL S.P.A.
19545;A000366789;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19546;A000366906;A342S;UNISALUTE S.P.A.
19547;A000366906;A505S;UNIPOL ASSICURAZIONI S.P.A.
19548;A000367288;A044S;GENERALI ITALIA S.P.A.
19549;A000367288;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19550;A000367288;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19551;A000368111;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19552;A000368111;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19553;A000368128;A014S;ASSICURAZIONI GENERALI SOCIETA' PER AZIONI
19554;A000368128;A044S;GENERALI ITALIA S.P.A.
19555;A000368147;A342S;UNISALUTE S.P.A.
19556;A000368147;A505S;UNIPOL ASSICURAZIONI S.P.A.
19557;A000368191;A044S;GENERALI ITALIA S.P.A.
19558;A000368192;A342S;UNISALUTE S.P.A.
19559;A000368192;A505S;UNIPOL ASSICURAZIONI S.P.A.
19560;A000368193;A342S;UNISALUTE S.P.A.
19561;A000368193;A505S;UNIPOL ASSICURAZIONI S.P.A.
19562;A000368195;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19563;A000368195;A337S;NOBIS VITA S.P.A.
19564;A000368195;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19565;A000368231;A037S;AXA ASSICURAZIONI S.P.A.
19566;A000368231;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19567;A000368231;C399R;INTER PARTNER ASSISTANCE SA
19568;A000368231;D870R;AXA LIFE EUROPE DAC
19569;A000368231;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19570;A000368675;A044S;GENERALI ITALIA S.P.A.
19571;A000368675;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19572;A000368675;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19573;A000369087;D962R;XL INSURANCE COMPANY SE
19574;A000369379;A044S;GENERALI ITALIA S.P.A.
19575;A000369379;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19576;A000369379;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19577;A000369421;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
19578;A000369421;A183S;ITAS VITA S.P.A.
19579;A000369423;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19580;A000369423;A484S;TUTELA LEGALE S.P.A.
19581;A000369665;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19582;A000369885;A044S;GENERALI ITALIA S.P.A.
19583;A000369885;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19584;A000370018;A055X;HDI ASSICURAZIONI S.P.A.
19585;A000370018;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19586;A000370984;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19587;A000370984;A463S;ALLIANZ SOCIETA' PER AZIONI
19588;A000370984;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19589;A000371118;A135S;VITTORIA ASSICURAZIONI S.P.A.
19590;A000371128;A135S;VITTORIA ASSICURAZIONI S.P.A.
19591;A000371315;A055X;HDI ASSICURAZIONI S.P.A.
19592;A000371643;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19593;A000371643;A294S;SARA VITA S.P.A.
19594;A000371973;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19595;A000371973;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19596;A000371973;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19597;A000372158;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19598;A000372210;A044S;GENERALI ITALIA S.P.A.
19599;A000372210;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19600;A000372210;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19601;A000372443;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19602;A000372443;A463S;ALLIANZ SOCIETA' PER AZIONI
19603;A000372443;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19604;A000372443;D878R;ALLIANZ GLOBAL LIFE DAC
19605;A000372443;D891R;AWP P&C S.A.
19606;A000372443;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19607;A000372647;A342S;UNISALUTE S.P.A.
19608;A000372647;A505S;UNIPOL ASSICURAZIONI S.P.A.
19609;A000372722;A037S;AXA ASSICURAZIONI S.P.A.
19610;A000372722;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19611;A000372722;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19612;A000372722;C399R;INTER PARTNER ASSISTANCE SA
19613;A000372722;D870R;AXA LIFE EUROPE DAC
19614;A000372722;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19615;A000372722;D962R;XL INSURANCE COMPANY SE
19616;A000373003;A135S;VITTORIA ASSICURAZIONI S.P.A.
19617;A000373013;A342S;UNISALUTE S.P.A.
19618;A000373013;A505S;UNIPOL ASSICURAZIONI S.P.A.
19619;A000373053;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19620;A000373108;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19621;A000373108;A463S;ALLIANZ SOCIETA' PER AZIONI
19622;A000373108;A505S;UNIPOL ASSICURAZIONI S.P.A.
19623;A000373108;D878R;ALLIANZ GLOBAL LIFE DAC
19624;A000373108;D891R;AWP P&C S.A.
19625;A000373252;A044S;GENERALI ITALIA S.P.A.
19626;A000373252;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19627;A000373252;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19628;A000373313;A463S;ALLIANZ SOCIETA' PER AZIONI
19629;A000373313;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19630;A000373313;D878R;ALLIANZ GLOBAL LIFE DAC
19631;A000373313;D891R;AWP P&C S.A.
19632;A000373471;A044S;GENERALI ITALIA S.P.A.
19633;A000373471;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19634;A000373471;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19635;A000374042;A044S;GENERALI ITALIA S.P.A.
19636;A000374042;A113C;GENERTEL S.P.A.
19637;A000374042;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19638;A000374043;A037S;AXA ASSICURAZIONI S.P.A.
19639;A000374043;C399R;INTER PARTNER ASSISTANCE SA
19640;A000374043;D870R;AXA LIFE EUROPE DAC
19641;A000375289;A055X;HDI ASSICURAZIONI S.P.A.
19642;A000375487;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19643;A000375487;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19644;A000375487;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
19645;A000375487;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
19646;A000375487;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19647;A000375487;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19648;A000375487;A463S;ALLIANZ SOCIETA' PER AZIONI
19649;A000375487;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19650;A000375487;D878R;ALLIANZ GLOBAL LIFE DAC
19651;A000375487;D891R;AWP P&C S.A.
19652;A000375487;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19653;A000375523;A044S;GENERALI ITALIA S.P.A.
19654;A000375523;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19655;A000375551;A055X;HDI ASSICURAZIONI S.P.A.
19656;A000375551;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19657;A000375551;A339S;CNP VITA ASSICURA S.P.A.
19658;A000375551;A463S;ALLIANZ SOCIETA' PER AZIONI
19659;A000375568;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19660;A000375568;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19661;A000375568;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19662;A000375568;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19663;A000375568;D866R;ZURICH INSURANCE EUROPE AG
19664;A000375568;D945R;REAL GARANT VERSICHERUNG AKTIENGESELLSCHAFT
19665;A000375568;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19666;A000375568;X497R;ZURICH INSURANCE COMPANY LTD
19667;A000375808;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19668;A000375808;D866R;ZURICH INSURANCE EUROPE AG
19669;A000375808;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19670;A000375808;X497R;ZURICH INSURANCE COMPANY LTD
19671;A000375826;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19672;A000375826;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19673;A000375912;A037S;AXA ASSICURAZIONI S.P.A.
19674;A000375955;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19675;A000375955;A294S;SARA VITA S.P.A.
19676;A000376805;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19677;A000376805;A484S;TUTELA LEGALE S.P.A.
19678;A000376805;D866R;ZURICH INSURANCE EUROPE AG
19679;A000376805;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19680;A000376805;X497R;ZURICH INSURANCE COMPANY LTD
19681;A000376881;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
19682;A000376881;A463S;ALLIANZ SOCIETA' PER AZIONI
19683;A000376994;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19684;A000376994;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19685;A000376994;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
19686;A000376994;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19687;A000377055;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19688;A000377058;A044S;GENERALI ITALIA S.P.A.
19689;A000377058;A055X;HDI ASSICURAZIONI S.P.A.
19690;A000377058;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19691;A000377058;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
19692;A000377154;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19693;A000377167;A044S;GENERALI ITALIA S.P.A.
19694;A000377167;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19695;A000377290;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19696;A000377491;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19697;A000377491;D866R;ZURICH INSURANCE EUROPE AG
19698;A000377491;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19699;A000377491;X497R;ZURICH INSURANCE COMPANY LTD
19700;A000377664;A044S;GENERALI ITALIA S.P.A.
19701;A000377664;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19702;A000377664;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19703;A000377664;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19704;A000377722;A044S;GENERALI ITALIA S.P.A.
19705;A000377722;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19706;A000377739;A055X;HDI ASSICURAZIONI S.P.A.
19707;A000377765;A044S;GENERALI ITALIA S.P.A.
19708;A000377765;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19709;A000377765;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19710;A000377820;A342S;UNISALUTE S.P.A.
19711;A000377820;A505S;UNIPOL ASSICURAZIONI S.P.A.
19712;A000377822;A055X;HDI ASSICURAZIONI S.P.A.
19713;A000377822;A213S;ATHORA ITALIA S.P.A.
19714;A000377822;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
19715;A000377822;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19716;A000377822;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
19717;A000377908;A055X;HDI ASSICURAZIONI S.P.A.
19718;A000378341;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19719;A000378352;A135S;VITTORIA ASSICURAZIONI S.P.A.
19720;A000378413;A342S;UNISALUTE S.P.A.
19721;A000378413;A505S;UNIPOL ASSICURAZIONI S.P.A.
19722;A000378441;A044S;GENERALI ITALIA S.P.A.
19723;A000378441;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19724;A000378556;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19725;A000378556;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19726;A000378556;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19727;A000378556;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
19728;A000378556;A339S;CNP VITA ASSICURA S.P.A.
19729;A000378556;A463S;ALLIANZ SOCIETA' PER AZIONI
19730;A000378556;D866R;ZURICH INSURANCE EUROPE AG
19731;A000378556;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19732;A000378556;X497R;ZURICH INSURANCE COMPANY LTD
19733;A000378561;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19734;A000378639;A044S;GENERALI ITALIA S.P.A.
19735;A000378639;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
19736;A000378639;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19737;A000378739;A044S;GENERALI ITALIA S.P.A.
19738;A000378739;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19739;A000378739;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
19740;A000378739;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19741;A000378790;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19742;A000379826;A135S;VITTORIA ASSICURAZIONI S.P.A.
19743;A000379908;A342S;UNISALUTE S.P.A.
19744;A000379908;A505S;UNIPOL ASSICURAZIONI S.P.A.
19745;A000379930;A342S;UNISALUTE S.P.A.
19746;A000379930;A505S;UNIPOL ASSICURAZIONI S.P.A.
19747;A000379941;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19748;A000379941;A463S;ALLIANZ SOCIETA' PER AZIONI
19749;A000379941;D878R;ALLIANZ GLOBAL LIFE DAC
19750;A000379941;D891R;AWP P&C S.A.
19751;A000379941;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
