OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
30275;A000752763;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30276;A000753403;A044S;GENERALI ITALIA S.P.A.
30277;A000753403;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30278;A000753403;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30279;A000753404;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30280;A000753405;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30281;A000753405;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30282;A000753405;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30283;A000753405;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30284;A000753405;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
30285;A000753469;A342S;UNISALUTE S.P.A.
30286;A000753469;A505S;UNIPOL ASSICURAZIONI S.P.A.
30287;A000753474;A055X;HDI ASSICURAZIONI S.P.A.
30288;A000753474;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30289;A000753475;A037S;AXA ASSICURAZIONI S.P.A.
30290;A000753475;C399R;INTER PARTNER ASSISTANCE SA
30291;A000753520;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30292;A000753520;A294S;SARA VITA S.P.A.
30293;A000753657;D866R;ZURICH INSURANCE EUROPE AG
30294;A000753657;X497R;ZURICH INSURANCE COMPANY LTD
30295;A000753663;A342S;UNISALUTE S.P.A.
30296;A000753663;A505S;UNIPOL ASSICURAZIONI S.P.A.
30297;A000753849;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
30298;A000753849;A183S;ITAS VITA S.P.A.
30299;A000753854;A044S;GENERALI ITALIA S.P.A.
30300;A000754223;10400;MERKUR VERSICHERUNG AKTIENGESELLSCHAFT
30301;A000754223;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30302;A000754223;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30303;A000754223;A339S;CNP VITA ASSICURA S.P.A.
30304;A000754223;A463S;ALLIANZ SOCIETA' PER AZIONI
30305;A000754223;D857R;TIROLER VERSICHERUNG V.A.G
30306;A000754256;A037S;AXA ASSICURAZIONI S.P.A.
30307;A000754256;C399R;INTER PARTNER ASSISTANCE SA
30308;A000754303;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30309;A000754368;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30310;A000754368;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30311;A000754368;D866R;ZURICH INSURANCE EUROPE AG
30312;A000754368;X497R;ZURICH INSURANCE COMPANY LTD
30313;A000754383;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
30314;A000754383;A183S;ITAS VITA S.P.A.
30315;A000754383;A484S;TUTELA LEGALE S.P.A.
30316;A000754423;A044S;GENERALI ITALIA S.P.A.
30317;A000754423;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30318;A000754423;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30319;A000754438;A044S;GENERALI ITALIA S.P.A.
30320;A000754529;A037S;AXA ASSICURAZIONI S.P.A.
30321;A000754529;C399R;INTER PARTNER ASSISTANCE SA
30322;A000754529;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
30323;A000754599;A044S;GENERALI ITALIA S.P.A.
30324;A000754599;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30325;A000754677;A135S;VITTORIA ASSICURAZIONI S.P.A.
30326;A000754699;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30327;A000754724;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30328;A000754858;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30329;A000754858;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30330;A000754869;A342S;UNISALUTE S.P.A.
30331;A000754869;A505S;UNIPOL ASSICURAZIONI S.P.A.
30332;A000754908;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30333;A000754908;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30334;A000754928;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30335;A000754928;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30336;A000754929;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30337;A000754929;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30338;A000755229;A055X;HDI ASSICURAZIONI S.P.A.
30339;A000755229;A342S;UNISALUTE S.P.A.
30340;A000755229;A505S;UNIPOL ASSICURAZIONI S.P.A.
30341;A000755247;A044S;GENERALI ITALIA S.P.A.
30342;A000755247;X501R;BERKSHIRE HATHAWAY INTERNATIONAL INSURANCE LIMITED
30343;A000755254;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30344;A000755254;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30345;A000755254;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30346;A000755254;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30347;A000755330;A044S;GENERALI ITALIA S.P.A.
30348;A000755330;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30349;A000755352;A037S;AXA ASSICURAZIONI S.P.A.
30350;A000755352;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30351;A000755352;C399R;INTER PARTNER ASSISTANCE SA
30352;A000755352;D870R;AXA LIFE EUROPE DAC
30353;A000755352;D962R;XL INSURANCE COMPANY SE
30354;A000755766;A342S;UNISALUTE S.P.A.
30355;A000755766;A505S;UNIPOL ASSICURAZIONI S.P.A.
30356;A000755790;A342S;UNISALUTE S.P.A.
30357;A000755790;A505S;UNIPOL ASSICURAZIONI S.P.A.
30358;A000755839;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30359;A000755839;A294S;SARA VITA S.P.A.
30360;A000755840;A439S;NET INSURANCE S.P.A.
30361;A000755840;A477S;NET INSURANCE LIFE S.P.A.
30362;A000755883;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30363;A000755925;A055X;HDI ASSICURAZIONI S.P.A.
30364;A000756045;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30365;A000756045;A463S;ALLIANZ SOCIETA' PER AZIONI
30366;A000756045;D878R;ALLIANZ GLOBAL LIFE DAC
30367;A000756045;D891R;AWP P&C S.A.
30368;A000756150;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
30369;A000756184;A342S;UNISALUTE S.P.A.
30370;A000756184;A505S;UNIPOL ASSICURAZIONI S.P.A.
30371;A000756585;A055X;HDI ASSICURAZIONI S.P.A.
30372;A000756598;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30373;A000756598;A294S;SARA VITA S.P.A.
30374;A000756628;A342S;UNISALUTE S.P.A.
30375;A000756628;A505S;UNIPOL ASSICURAZIONI S.P.A.
30376;A000756800;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30377;A000756800;D866R;ZURICH INSURANCE EUROPE AG
30378;A000756800;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30379;A000756800;X497R;ZURICH INSURANCE COMPANY LTD
30380;A000757064;A463S;ALLIANZ SOCIETA' PER AZIONI
30381;A000757064;D878R;ALLIANZ GLOBAL LIFE DAC
30382;A000757064;D891R;AWP P&C S.A.
30383;A000757064;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30384;A000757067;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
30385;A000757067;A183S;ITAS VITA S.P.A.
30386;A000757160;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
30387;A000757165;A342S;UNISALUTE S.P.A.
30388;A000757165;A505S;UNIPOL ASSICURAZIONI S.P.A.
30389;A000757284;A463S;ALLIANZ SOCIETA' PER AZIONI
30390;A000757284;D891R;AWP P&C S.A.
30391;A000757284;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
30392;A000757373;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30393;A000757373;A294S;SARA VITA S.P.A.
30394;A000757450;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30395;A000757483;A135S;VITTORIA ASSICURAZIONI S.P.A.
30396;A000757515;A463S;ALLIANZ SOCIETA' PER AZIONI
30397;A000757515;A484S;TUTELA LEGALE S.P.A.
30398;A000757515;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30399;A000757515;D878R;ALLIANZ GLOBAL LIFE DAC
30400;A000757515;D891R;AWP P&C S.A.
30401;A000757575;A463S;ALLIANZ SOCIETA' PER AZIONI
30402;A000757575;A484S;TUTELA LEGALE S.P.A.
30403;A000757575;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30404;A000757575;D878R;ALLIANZ GLOBAL LIFE DAC
30405;A000757575;D891R;AWP P&C S.A.
30406;A000757578;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
30407;A000757618;A342S;UNISALUTE S.P.A.
30408;A000757618;A505S;UNIPOL ASSICURAZIONI S.P.A.
30409;A000757659;A135S;VITTORIA ASSICURAZIONI S.P.A.
30410;A000757701;A342S;UNISALUTE S.P.A.
30411;A000757701;A505S;UNIPOL ASSICURAZIONI S.P.A.
30412;A000757759;D962R;XL INSURANCE COMPANY SE
30413;A000757797;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30414;A000757882;A213S;ATHORA ITALIA S.P.A.
30415;A000757942;A044S;GENERALI ITALIA S.P.A.
30416;A000758103;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30417;A000758142;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30418;A000758142;A463S;ALLIANZ SOCIETA' PER AZIONI
30419;A000758142;D878R;ALLIANZ GLOBAL LIFE DAC
30420;A000758142;D891R;AWP P&C S.A.
30421;A000758295;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30422;A000758295;D866R;ZURICH INSURANCE EUROPE AG
30423;A000758295;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30424;A000758295;X497R;ZURICH INSURANCE COMPANY LTD
30425;A000758442;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
30426;A000758452;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30427;A000758461;A037S;AXA ASSICURAZIONI S.P.A.
30428;A000758515;A342S;UNISALUTE S.P.A.
30429;A000758515;A505S;UNIPOL ASSICURAZIONI S.P.A.
30430;A000758584;A480S;REVO INSURANCE S.P.A.
30431;A000758584;A484S;TUTELA LEGALE S.P.A.
30432;A000758584;D952R;LLOYD'S INSURANCE COMPANY SA
30433;A000758584;D963R;LIBERTY MUTUAL INSURANCE EUROPE SE
30434;A000758797;A044S;GENERALI ITALIA S.P.A.
30435;A000758797;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30436;A000758797;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30437;A000758887;A342S;UNISALUTE S.P.A.
30438;A000758887;A505S;UNIPOL ASSICURAZIONI S.P.A.
30439;A000758906;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30440;A000758978;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30441;A000759040;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
30442;A000759044;A463S;ALLIANZ SOCIETA' PER AZIONI
30443;A000759044;D878R;ALLIANZ GLOBAL LIFE DAC
30444;A000759044;D891R;AWP P&C S.A.
30445;A000759325;A342S;UNISALUTE S.P.A.
30446;A000759325;A505S;UNIPOL ASSICURAZIONI S.P.A.
30447;A000759357;A416S;COMPAGNIA ASSICURATRICE LINEAR S.P.A.
30448;A000759490;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30449;A000759490;A294S;SARA VITA S.P.A.
30450;A000759525;A463S;ALLIANZ SOCIETA' PER AZIONI
30451;A000759525;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30452;A000759525;D878R;ALLIANZ GLOBAL LIFE DAC
30453;A000759525;D891R;AWP P&C S.A.
30454;A000759532;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30455;A000759532;A294S;SARA VITA S.P.A.
30456;A000759872;A342S;UNISALUTE S.P.A.
30457;A000759872;A505S;UNIPOL ASSICURAZIONI S.P.A.
30458;A000760026;D957R;CHUBB EUROPEAN GROUP SE
30459;A000760045;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30460;A000760206;A037S;AXA ASSICURAZIONI S.P.A.
30461;A000760206;C399R;INTER PARTNER ASSISTANCE SA
30462;A000760584;A135S;VITTORIA ASSICURAZIONI S.P.A.
30463;A000761086;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30464;A000761086;A294S;SARA VITA S.P.A.
30465;A000761265;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30466;A000761265;D866R;ZURICH INSURANCE EUROPE AG
30467;A000761265;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30468;A000761265;X497R;ZURICH INSURANCE COMPANY LTD
30469;A000761306;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30470;A000761635;D952R;LLOYD'S INSURANCE COMPANY SA
30471;A000761946;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30472;A000761946;A342S;UNISALUTE S.P.A.
30473;A000761946;A505S;UNIPOL ASSICURAZIONI S.P.A.
30474;A000761946;D866R;ZURICH INSURANCE EUROPE AG
30475;A000761946;X497R;ZURICH INSURANCE COMPANY LTD
30476;A000762035;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30477;A000762039;A342S;UNISALUTE S.P.A.
30478;A000762039;A505S;UNIPOL ASSICURAZIONI S.P.A.
30479;A000762079;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30480;A000762079;D866R;ZURICH INSURANCE EUROPE AG
30481;A000762079;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30482;A000762079;X497R;ZURICH INSURANCE COMPANY LTD
30483;A000762082;A037S;AXA ASSICURAZIONI S.P.A.
30484;A000762082;A055X;HDI ASSICURAZIONI S.P.A.
30485;A000762082;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30486;A000762082;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30487;A000762082;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30488;A000762082;C399R;INTER PARTNER ASSISTANCE SA
30489;A000762094;A463S;ALLIANZ SOCIETA' PER AZIONI
30490;A000762094;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30491;A000762094;D878R;ALLIANZ GLOBAL LIFE DAC
30492;A000762094;D891R;AWP P&C S.A.
30493;A000762094;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30494;A000762101;A439S;NET INSURANCE S.P.A.
30495;A000762145;D957R;CHUBB EUROPEAN GROUP SE
30496;A000762146;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30497;A000762148;A044S;GENERALI ITALIA S.P.A.
30498;A000762148;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30499;A000762148;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30500;A000762365;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30501;A000762367;D900R;EULER HERMES SA/NV (ALLIANZ TRADE)
30502;A000762665;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30503;A000762735;A342S;UNISALUTE S.P.A.
30504;A000762735;A505S;UNIPOL ASSICURAZIONI S.P.A.
30505;A000762771;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
30506;A000762778;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30507;A000762778;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30508;A000762778;D866R;ZURICH INSURANCE EUROPE AG
30509;A000762778;X497R;ZURICH INSURANCE COMPANY LTD
30510;A000762806;A044S;GENERALI ITALIA S.P.A.
30511;A000762806;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30512;A000762806;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30513;A000762806;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30514;A000762807;A342S;UNISALUTE S.P.A.
30515;A000762807;A505S;UNIPOL ASSICURAZIONI S.P.A.
30516;A000762945;D952R;LLOYD'S INSURANCE COMPANY SA
30517;A000763128;A342S;UNISALUTE S.P.A.
30518;A000763128;A505S;UNIPOL ASSICURAZIONI S.P.A.
30519;A000763252;A342S;UNISALUTE S.P.A.
30520;A000763252;A505S;UNIPOL ASSICURAZIONI S.P.A.
30521;A000763585;A463S;ALLIANZ SOCIETA' PER AZIONI
30522;A000763585;D878R;ALLIANZ GLOBAL LIFE DAC
30523;A000763585;D891R;AWP P&C S.A.
30524;A000763660;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30525;A000763740;A342S;UNISALUTE S.P.A.
30526;A000763740;A505S;UNIPOL ASSICURAZIONI S.P.A.
30527;A000763846;A037S;AXA ASSICURAZIONI S.P.A.
30528;A000763865;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30529;A000763978;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30530;A000763978;A463S;ALLIANZ SOCIETA' PER AZIONI
30531;A000763980;A342S;UNISALUTE S.P.A.
30532;A000763980;A505S;UNIPOL ASSICURAZIONI S.P.A.
30533;A000763981;A055X;HDI ASSICURAZIONI S.P.A.
30534;A000763981;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30535;A000763981;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30536;A000763981;D846R;VEREINIGTE HAGELVERSICHERUNG VVAG
30537;A000763981;D969R;ADRIATIC OSIGURANJE D.D.
30538;A000764035;A135S;VITTORIA ASSICURAZIONI S.P.A.
30539;A000764065;A044S;GENERALI ITALIA S.P.A.
30540;A000764065;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30541;A000764065;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30542;A000764071;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30543;A000764085;A037S;AXA ASSICURAZIONI S.P.A.
30544;A000764085;C399R;INTER PARTNER ASSISTANCE SA
30545;A000764098;A342S;UNISALUTE S.P.A.
30546;A000764098;A505S;UNIPOL ASSICURAZIONI S.P.A.
30547;A000764158;A463S;ALLIANZ SOCIETA' PER AZIONI
30548;A000764158;D878R;ALLIANZ GLOBAL LIFE DAC
30549;A000764158;D891R;AWP P&C S.A.
30550;A000764158;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30551;A000764171;A044S;GENERALI ITALIA S.P.A.
30552;A000764171;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30553;A000764171;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30554;A000764268;A037S;AXA ASSICURAZIONI S.P.A.
30555;A000764385;A135S;VITTORIA ASSICURAZIONI S.P.A.
30556;A000764525;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30557;A000764525;A484S;TUTELA LEGALE S.P.A.
30558;A000764562;A342S;UNISALUTE S.P.A.
30559;A000764562;A505S;UNIPOL ASSICURAZIONI S.P.A.
30560;A000764633;A044S;GENERALI ITALIA S.P.A.
30561;A000764633;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30562;A000764663;A055X;HDI ASSICURAZIONI S.P.A.
30563;A000764680;A342S;UNISALUTE S.P.A.
30564;A000764680;A505S;UNIPOL ASSICURAZIONI S.P.A.
30565;A000764715;A342S;UNISALUTE S.P.A.
30566;A000764715;A505S;UNIPOL ASSICURAZIONI S.P.A.
30567;A000764799;A342S;UNISALUTE S.P.A.
30568;A000764799;A505S;UNIPOL ASSICURAZIONI S.P.A.
30569;A000764802;D969R;ADRIATIC OSIGURANJE D.D.
30570;A000764878;A478S;AMTRUST ASSICURAZIONI S.P.A.
30571;A000764878;C399R;INTER PARTNER ASSISTANCE SA
30572;A000764878;D933R;AMTRUST INTERNATIONAL UNDERWRITERS DAC
30573;A000764878;D950R;AXA FRANCE VIE
30574;A000764898;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30575;A000764980;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30576;A000765158;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30577;A000765158;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30578;A000765170;A342S;UNISALUTE S.P.A.
30579;A000765170;A505S;UNIPOL ASSICURAZIONI S.P.A.
30580;A000765216;A342S;UNISALUTE S.P.A.
30581;A000765216;A505S;UNIPOL ASSICURAZIONI S.P.A.
30582;A000765245;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30583;A000765364;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30584;A000765364;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30585;A000765365;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30586;A000765365;A463S;ALLIANZ SOCIETA' PER AZIONI
30587;A000765365;A484S;TUTELA LEGALE S.P.A.
30588;A000765365;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30589;A000765365;D878R;ALLIANZ GLOBAL LIFE DAC
30590;A000765365;D891R;AWP P&C S.A.
30591;A000765365;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30592;A000765365;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
30593;A000765390;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30594;A000765412;A037S;AXA ASSICURAZIONI S.P.A.
30595;A000765454;A044S;GENERALI ITALIA S.P.A.
30596;A000765468;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30597;A000765472;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30598;A000765490;A478S;AMTRUST ASSICURAZIONI S.P.A.
30599;A000765494;A037S;AXA ASSICURAZIONI S.P.A.
30600;A000765494;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30601;A000765494;C399R;INTER PARTNER ASSISTANCE SA
30602;A000765541;A044S;GENERALI ITALIA S.P.A.
30603;A000765541;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30604;A000765541;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30605;A000765715;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30606;A000765892;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30607;A000766397;A135S;VITTORIA ASSICURAZIONI S.P.A.
30608;A000766495;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30609;A000766728;A037S;AXA ASSICURAZIONI S.P.A.
30610;A000766728;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
30611;A000766773;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30612;A000766773;A294S;SARA VITA S.P.A.
30613;A000766784;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30614;A000766784;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30615;A000766791;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30616;A000766791;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30617;A000766796;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30618;A000766799;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30619;A000766913;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30620;A000766913;A463S;ALLIANZ SOCIETA' PER AZIONI
30621;A000766913;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30622;A000766913;D878R;ALLIANZ GLOBAL LIFE DAC
30623;A000766913;D891R;AWP P&C S.A.
30624;A000766913;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30625;A000766992;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
30626;A000767000;D861R;ROLAND RECHTSSCHUTZ VERSICHERUNG AG
30627;A000767000;D952R;LLOYD'S INSURANCE COMPANY SA
30628;A000767020;A044S;GENERALI ITALIA S.P.A.
30629;A000767020;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30630;A000767172;A463S;ALLIANZ SOCIETA' PER AZIONI
30631;A000767172;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30632;A000767172;D878R;ALLIANZ GLOBAL LIFE DAC
30633;A000767172;D891R;AWP P&C S.A.
30634;A000767172;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30635;A000767253;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30636;A000767332;A342S;UNISALUTE S.P.A.
30637;A000767332;A505S;UNIPOL ASSICURAZIONI S.P.A.
30638;A000767341;A044S;GENERALI ITALIA S.P.A.
30639;A000767341;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
