OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
16290;A000169623;A000166854;Responsabile dell'attività di intermediazione;
16291;A000087246;A000077697;Responsabile dell'attività di intermediazione;
16292;A000565437;A000569490;Responsabile dell'attività di intermediazione;
16293;B000190524;B000259521;Responsabile dell'attività di intermediazione;
16294;A000010119;A000162853;Responsabile dell'attività di intermediazione;
16295;B000188184;B000014432;Rappresentante Legale;
16296;B000071817;B000347957;Rappresentante Legale;
16297;B000057413;B000563900;Rappresentante Legale;
16298;A000171805;A000503633;Responsabile dell'attività di intermediazione;
16299;A000003621;A000431256;Responsabile dell'attività di intermediazione;
16300;B000013120;B000014269;Responsabile dell'attività di intermediazione;
16301;A000567265;A000107637;Responsabile dell'attività di intermediazione;
16302;A000079949;A000079946;Responsabile dell'attività di intermediazione;
16303;A000009256;A000058509;Responsabile dell'attività di intermediazione;
16304;A000231533;A000120193;Responsabile dell'attività di intermediazione;
16305;A000107086;A000306624;Responsabile dell'attività di intermediazione;
16306;A000107086;A000728105;Responsabile dell'attività di intermediazione;
16307;B000062534;B000765070;Responsabile dell'attività di intermediazione;
16308;B000123083;B000611099;Responsabile dell'attività di intermediazione;
16309;B000067229;B000565459;Responsabile dell'attività di intermediazione;
16310;B000088434;B000579242;Rappresentante Legale;
16311;B000570743;B000751162;Responsabile dell'attività di intermediazione;
16312;A000104408;A000739731;Responsabile dell'attività di intermediazione;
16313;A000570745;A000616128;Responsabile dell'attività di intermediazione;
16314;A000085866;A000637089;Responsabile dell'attività di intermediazione;
16315;B000054349;B000054892;Rappresentante Legale;
16316;A000180808;A000163045;Responsabile dell'attività di intermediazione;
16317;A000070256;A000648124;Responsabile dell'attività di intermediazione;
16318;B000400620;B000575792;Responsabile dell'attività di intermediazione;
16319;B000573861;B000684458;Rappresentante Legale;
16320;A000090332;A000536187;Responsabile dell'attività di intermediazione;
16321;B000461749;B000548946;Responsabile dell'attività di intermediazione;
16322;B000460582;B000576509;Responsabile dell'attività di intermediazione;
16323;B000117664;B000098697;Responsabile dell'attività di intermediazione;
16324;A000140012;A000641221;Responsabile dell'attività di intermediazione;
16325;A000511492;A000815047;Responsabile dell'attività di intermediazione;
16326;A000008813;A000057983;Responsabile dell'attività di intermediazione;
16327;B000013673;B000014361;Rappresentante Legale;
16328;A000579350;A000573092;Responsabile dell'attività di intermediazione;
16329;A000011036;A000012331;Responsabile dell'attività di intermediazione;
16330;B000729746;B000617783;Rappresentante Legale;
16331;A000004216;A000012204;Responsabile dell'attività di intermediazione;
16332;B000580386;B000533274;Responsabile dell'attività di intermediazione;
16333;B000580386;B000748211;Responsabile dell'attività di intermediazione;
16334;A000002893;A000012076;Responsabile dell'attività di intermediazione;
16335;A000580613;A000553165;Responsabile dell'attività di intermediazione;
16336;A000056609;A000543541;Responsabile dell'attività di intermediazione;
16337;A000580680;A000701664;Responsabile dell'attività di intermediazione;
16338;A000002650;A000283855;Responsabile dell'attività di intermediazione;
16339;A000156582;A000734197;Responsabile dell'attività di intermediazione;
16340;A000137845;A000137846;Responsabile dell'attività di intermediazione;
16341;A000185502;A000049075;Responsabile dell'attività di intermediazione;
16342;A000056880;A000591936;Responsabile dell'attività di intermediazione;
16343;A000636327;A000696459;Responsabile dell'attività di intermediazione;
16344;A000004104;A000530836;Responsabile dell'attività di intermediazione;
16345;A000038887;A000331531;Responsabile dell'attività di intermediazione;
16346;A000318297;A000582595;Responsabile dell'attività di intermediazione;
16347;A000584225;A000736797;Responsabile dell'attività di intermediazione;
16348;B000082996;B000694500;Responsabile dell'attività di intermediazione;
16349;B000014017;B000269652;Rappresentante Legale;
16350;A000067800;A000067798;Responsabile dell'attività di intermediazione;
16351;A000158718;A000731044;Responsabile dell'attività di intermediazione;
16352;B000013637;B000014402;Rappresentante Legale;
16353;A000123165;A000641010;Responsabile dell'attività di intermediazione;
16354;A000059571;A000752633;Responsabile dell'attività di intermediazione;
16355;A000182056;A000636520;Responsabile dell'attività di intermediazione;
16356;A000587589;A000696526;Responsabile dell'attività di intermediazione;
16357;A000587540;A000087648;Responsabile dell'attività di intermediazione;
16358;B000590738;B000480186;Responsabile dell'attività di intermediazione;
16359;B000217968;B000819393;Responsabile dell'attività di intermediazione;
16360;A000588719;A000106337;Responsabile dell'attività di intermediazione;
16361;B000098628;B000561610;Responsabile dell'attività di intermediazione;
16362;A000119087;A000604339;Responsabile dell'attività di intermediazione;
16363;A000587901;A000675562;Responsabile dell'attività di intermediazione;
16364;A000107882;A000585488;Responsabile dell'attività di intermediazione;
16365;B000013206;B000558912;Responsabile dell'attività di intermediazione;
16366;A000087759;A000584797;Responsabile dell'attività di intermediazione;
16367;A000559196;A000541916;Responsabile dell'attività di intermediazione;
16368;A000571570;A000126199;Responsabile dell'attività di intermediazione;
16369;A000187040;A000580234;Responsabile dell'attività di intermediazione;
16370;A000008016;A000536077;Responsabile dell'attività di intermediazione;
16371;A000121140;A000806572;Responsabile dell'attività di intermediazione;
16372;A000545974;A000192578;Responsabile dell'attività di intermediazione;
16373;A000111389;A000245179;Responsabile dell'attività di intermediazione;
16374;A000586100;A000751955;Responsabile dell'attività di intermediazione;
16375;B000118484;B000533389;Responsabile dell'attività di intermediazione;
16376;B000162986;B000014361;Responsabile dell'attività di intermediazione;
16377;A000075862;A000075961;Responsabile dell'attività di intermediazione;
16378;A000054249;A000765468;Responsabile dell'attività di intermediazione;
16379;A000173682;A000699632;Responsabile dell'attività di intermediazione;
16380;A000590312;A000115184;Responsabile dell'attività di intermediazione;
16381;A000272541;A000601771;Responsabile dell'attività di intermediazione;
16382;A000055567;A000587183;Responsabile dell'attività di intermediazione;
16383;B000077233;B000065009;Responsabile dell'attività di intermediazione;
16384;A000166711;A000747910;Responsabile dell'attività di intermediazione;
16385;A000594179;A000543969;Responsabile dell'attività di intermediazione;
16386;A000129881;A000129882;Responsabile dell'attività di intermediazione;
16387;A000147548;A000634233;Responsabile dell'attività di intermediazione;
16388;B000008748;B000533831;Rappresentante Legale;
16389;A000311458;A000585121;Responsabile dell'attività di intermediazione;
16390;A000119991;A000431434;Responsabile dell'attività di intermediazione;
16391;B000100256;B000822823;Responsabile dell'attività di intermediazione;
16392;B000054196;B000590709;Rappresentante Legale;
16393;B000004269;B000782352;Rappresentante Legale;
16394;A000127545;A000538882;Responsabile dell'attività di intermediazione;
16395;A000125060;A000788794;Responsabile dell'attività di intermediazione;
16396;A000116640;A000594148;Responsabile dell'attività di intermediazione;
16397;A000090434;A000695658;Responsabile dell'attività di intermediazione;
16398;A000055696;A000579051;Responsabile dell'attività di intermediazione;
16399;A000172730;A000183974;Responsabile dell'attività di intermediazione;
16400;A000496025;A000671184;Responsabile dell'attività di intermediazione;
16401;B000074322;B000582329;Responsabile dell'attività di intermediazione;
16402;A000002365;A000818506;Responsabile dell'attività di intermediazione;
16403;B000265428;B000331470;Responsabile dell'attività di intermediazione;
16404;A000239124;A000562346;Responsabile dell'attività di intermediazione;
16405;A000595718;A000416343;Responsabile dell'attività di intermediazione;
16406;A000595718;A000823749;Responsabile dell'attività di intermediazione;
16407;A000606367;A000284760;Responsabile dell'attività di intermediazione;
16408;A000193419;A000626423;Responsabile dell'attività di intermediazione;
16409;A000595041;A000816599;Responsabile dell'attività di intermediazione;
16410;A000059286;A000072947;Responsabile dell'attività di intermediazione;
16411;A000097097;A000612349;Responsabile dell'attività di intermediazione;
16412;A000596202;A000571769;Responsabile dell'attività di intermediazione;
16413;A000456729;A000558022;Responsabile dell'attività di intermediazione;
16414;A000000592;A000012901;Responsabile dell'attività di intermediazione;
16415;A000560597;A000173506;Responsabile dell'attività di intermediazione;
16416;A000057989;A000459671;Responsabile dell'attività di intermediazione;
16417;A000596012;A000541363;Responsabile dell'attività di intermediazione;
16418;A000157648;A000656506;Responsabile dell'attività di intermediazione;
16419;A000373887;A000239537;Responsabile dell'attività di intermediazione;
16420;A000330648;A000386073;Responsabile dell'attività di intermediazione;
16421;A000179074;A000613300;Responsabile dell'attività di intermediazione;
16422;B000164038;B000605379;Rappresentante Legale;
16423;A000068079;A000330566;Responsabile dell'attività di intermediazione;
16424;B000013252;B000116674;Responsabile dell'attività di intermediazione;
16425;A000123937;A000777529;Responsabile dell'attività di intermediazione;
16426;A000122621;A000771572;Responsabile dell'attività di intermediazione;
16427;B000315066;B000578250;Rappresentante Legale;
16428;B000315066;B000578250;Amministratore Delegato;
16429;A000055327;A000589784;Responsabile dell'attività di intermediazione;
16430;A000080697;A000578887;Responsabile dell'attività di intermediazione;
16431;B000084757;B000810823;Amministratore Delegato;
16432;B000085473;B000614542;Rappresentante Legale;
16433;A000100420;A000747491;Responsabile dell'attività di intermediazione;
16434;A000180778;A000722624;Responsabile dell'attività di intermediazione;
16435;A000147008;A000179174;Responsabile dell'attività di intermediazione;
16436;A000008717;A000518667;Responsabile dell'attività di intermediazione;
16437;B000748337;B000801724;Responsabile dell'attività di intermediazione;
16438;B000748337;B000801724;Rappresentante Legale;
16439;A000081506;A000126782;Responsabile dell'attività di intermediazione;
16440;B000282581;B000055861;Responsabile dell'attività di intermediazione;
16441;B000132360;B000490816;Rappresentante Legale;
16442;B000763062;B000059359;Responsabile dell'attività di intermediazione;
16443;A000296138;A000741995;Responsabile dell'attività di intermediazione;
16444;A000143897;A000331624;Responsabile dell'attività di intermediazione;
16445;A000059669;A000059668;Responsabile dell'attività di intermediazione;
16446;A000143383;A000810025;Responsabile dell'attività di intermediazione;
16447;A000067460;A000533908;Responsabile dell'attività di intermediazione;
16448;A000335416;A000718029;Responsabile dell'attività di intermediazione;
16449;A000601645;A000604164;Responsabile dell'attività di intermediazione;
16450;A000009868;A000455590;Responsabile dell'attività di intermediazione;
16451;A000001848;A000688390;Responsabile dell'attività di intermediazione;
16452;B000083429;B000357171;Responsabile dell'attività di intermediazione;
16453;A000601679;A000664910;Responsabile dell'attività di intermediazione;
16454;A000147630;A000439611;Responsabile dell'attività di intermediazione;
16455;A000137962;A000597168;Responsabile dell'attività di intermediazione;
16456;B000428901;B000717219;Responsabile dell'attività di intermediazione;
16457;A000190171;A000197610;Responsabile dell'attività di intermediazione;
16458;A000161846;A000709064;Responsabile dell'attività di intermediazione;
16459;A000161058;A000604626;Responsabile dell'attività di intermediazione;
16460;A000173290;A000356739;Responsabile dell'attività di intermediazione;
16461;A000002223;A000815246;Responsabile dell'attività di intermediazione;
16462;A000122849;A000705824;Responsabile dell'attività di intermediazione;
16463;A000329056;A000605042;Responsabile dell'attività di intermediazione;
16464;A000064959;A000062525;Responsabile dell'attività di intermediazione;
16465;A000109031;A000559752;Responsabile dell'attività di intermediazione;
16466;A000008836;A000013078;Responsabile dell'attività di intermediazione;
16467;A000073286;A000682656;Responsabile dell'attività di intermediazione;
16468;A000171768;A000783396;Responsabile dell'attività di intermediazione;
16469;A000073511;A000781747;Responsabile dell'attività di intermediazione;
16470;A000606387;A000606705;Responsabile dell'attività di intermediazione;
16471;A000607931;A000550321;Responsabile dell'attività di intermediazione;
16472;A000607964;A000790514;Responsabile dell'attività di intermediazione;
16473;A000154871;A000155378;Responsabile dell'attività di intermediazione;
16474;A000000344;A000075200;Responsabile dell'attività di intermediazione;
16475;A000099078;A000426500;Responsabile dell'attività di intermediazione;
16476;A000495437;A000503980;Responsabile dell'attività di intermediazione;
16477;A000607715;A000769532;Responsabile dell'attività di intermediazione;
16478;B000430361;B000804215;Responsabile dell'attività di intermediazione;
16479;B000097125;B000749186;Responsabile dell'attività di intermediazione;
16480;A000066025;A000066959;Responsabile dell'attività di intermediazione;
16481;B000010595;B000377907;Responsabile dell'attività di intermediazione;
16482;A000076583;A000685895;Responsabile dell'attività di intermediazione;
16483;A000429535;A000517041;Responsabile dell'attività di intermediazione;
16484;B000610148;B000773504;Responsabile dell'attività di intermediazione;
16485;B000511987;B000114899;Responsabile dell'attività di intermediazione;
16486;A000608961;A000012857;Responsabile dell'attività di intermediazione;
16487;A000006351;A000768958;Responsabile dell'attività di intermediazione;
16488;A000497874;A000606369;Responsabile dell'attività di intermediazione;
16489;B000756044;B000052429;Responsabile dell'attività di intermediazione;
16490;B000068440;B000052429;Amministratore Delegato;
16491;B000479529;B000516122;Responsabile dell'attività di intermediazione;
16492;A000403180;A000701879;Responsabile dell'attività di intermediazione;
16493;A000597019;A000421527;Responsabile dell'attività di intermediazione;
16494;A000060590;A000762148;Responsabile dell'attività di intermediazione;
16495;A000312796;A000618604;Responsabile dell'attività di intermediazione;
16496;A000451758;A000506528;Responsabile dell'attività di intermediazione;
16497;A000612789;A000572752;Responsabile dell'attività di intermediazione;
16498;A000327704;A000339228;Responsabile dell'attività di intermediazione;
16499;B000484478;B000751321;Rappresentante Legale;
16500;A000166472;A000815218;Responsabile dell'attività di intermediazione;
16501;A000181242;A000595798;Responsabile dell'attività di intermediazione;
16502;B000005353;B000537278;Responsabile dell'attività di intermediazione;
16503;A000403229;A000076865;Responsabile dell'attività di intermediazione;
16504;A000134749;A000712229;Responsabile dell'attività di intermediazione;
16505;B000454790;B000614136;Rappresentante Legale;
16506;A000613730;A000702433;Responsabile dell'attività di intermediazione;
16507;A000127665;A000286824;Responsabile dell'attività di intermediazione;
16508;A000164864;A000282920;Responsabile dell'attività di intermediazione;
16509;A000006521;A000490139;Responsabile dell'attività di intermediazione;
16510;A000006521;A000713443;Responsabile dell'attività di intermediazione;
16511;A000073549;A000403275;Responsabile dell'attività di intermediazione;
16512;A000613226;A000702222;Responsabile dell'attività di intermediazione;
16513;A000820381;A000822598;Responsabile dell'attività di intermediazione;
16514;A000155009;A000282920;Responsabile dell'attività di intermediazione;
16515;A000528741;A000660315;Responsabile dell'attività di intermediazione;
16516;A000617461;A000184328;Responsabile dell'attività di intermediazione;
16517;A000651457;A000589813;Responsabile dell'attività di intermediazione;
16518;A000181028;A000186374;Responsabile dell'attività di intermediazione;
16519;B000006464;B000642697;Responsabile dell'attività di intermediazione;
16520;B000006464;B000051384;Amministratore Delegato;
16521;A000203151;A000421716;Responsabile dell'attività di intermediazione;
16522;A000617436;A000774951;Responsabile dell'attività di intermediazione;
16523;A000180086;A000273195;Responsabile dell'attività di intermediazione;
16524;A000231752;A000011692;Responsabile dell'attività di intermediazione;
16525;A000609578;A000231659;Responsabile dell'attività di intermediazione;
16526;A000007054;A000729624;Responsabile dell'attività di intermediazione;
16527;A000076509;A000430864;Responsabile dell'attività di intermediazione;
16528;A000003809;A000330760;Responsabile dell'attività di intermediazione;
16529;A000134415;A000763585;Responsabile dell'attività di intermediazione;
16530;A000101446;A000114889;Responsabile dell'attività di intermediazione;
16531;A000008988;A000739739;Responsabile dell'attività di intermediazione;
16532;A000620021;A000556464;Responsabile dell'attività di intermediazione;
16533;A000825671;A000771995;Responsabile dell'attività di intermediazione;
16534;B000014093;B000548946;Responsabile dell'attività di intermediazione;
16535;B000082527;B000537147;Responsabile dell'attività di intermediazione;
16536;B000082527;B000537147;Rappresentante Legale;
16537;B000579733;B000789430;Rappresentante Legale;
16538;A000121755;A000711227;Responsabile dell'attività di intermediazione;
16539;B000014058;B000014422;Rappresentante Legale;
16540;B000327830;B000055861;Responsabile dell'attività di intermediazione;
16541;A000000442;A000704696;Responsabile dell'attività di intermediazione;
16542;A000117199;A000691516;Responsabile dell'attività di intermediazione;
16543;B000534356;B000541348;Rappresentante Legale;
16544;B000605056;B000669516;Rappresentante Legale;
16545;A000006980;A000056444;Responsabile dell'attività di intermediazione;
16546;B000621916;B000528852;Rappresentante Legale;
16547;A000245451;A000512170;Responsabile dell'attività di intermediazione;
16548;A000406567;A000187775;Responsabile dell'attività di intermediazione;
16549;A000004923;A000012689;Responsabile dell'attività di intermediazione;
16550;B000062946;B000055861;Responsabile dell'attività di intermediazione;
16551;B000621668;B000622227;Rappresentante Legale;
16552;A000569844;A000622717;Responsabile dell'attività di intermediazione;
16553;A000526419;A000623389;Responsabile dell'attività di intermediazione;
16554;A000194820;A000243470;Responsabile dell'attività di intermediazione;
16555;B000109342;B000648133;Responsabile dell'attività di intermediazione;
16556;A000086725;A000318698;Responsabile dell'attività di intermediazione;
16557;B000625021;B000689542;Responsabile dell'attività di intermediazione;
16558;B000058842;B000736128;Responsabile dell'attività di intermediazione;
16559;A000120578;A000811749;Responsabile dell'attività di intermediazione;
16560;A000088975;A000624280;Responsabile dell'attività di intermediazione;
16561;A000118368;A000746157;Responsabile dell'attività di intermediazione;
16562;A000187424;A000491478;Responsabile dell'attività di intermediazione;
16563;A000001089;A000283312;Responsabile dell'attività di intermediazione;
16564;A000143400;A000143342;Responsabile dell'attività di intermediazione;
16565;A000011126;A000252778;Responsabile dell'attività di intermediazione;
16566;A000004606;A000064373;Responsabile dell'attività di intermediazione;
16567;A000000435;A000197658;Responsabile dell'attività di intermediazione;
16568;A000660719;A000672811;Responsabile dell'attività di intermediazione;
16569;A000186858;A000069568;Responsabile dell'attività di intermediazione;
16570;A000067010;A000735159;Responsabile dell'attività di intermediazione;
16571;A000077723;A000786093;Responsabile dell'attività di intermediazione;
16572;A000065046;A000692686;Responsabile dell'attività di intermediazione;
16573;A000002939;A000331333;Responsabile dell'attività di intermediazione;
16574;A000011123;A000330482;Responsabile dell'attività di intermediazione;
16575;A000131011;A000012122;Responsabile dell'attività di intermediazione;
16576;A000083457;A000188335;Responsabile dell'attività di intermediazione;
16577;A000625700;A000190079;Responsabile dell'attività di intermediazione;
16578;A000713489;A000789922;Responsabile dell'attività di intermediazione;
16579;A000425294;A000756800;Responsabile dell'attività di intermediazione;
16580;A000627956;A000791845;Responsabile dell'attività di intermediazione;
16581;B000126433;B000119146;Responsabile dell'attività di intermediazione;
16582;A000118521;A000659159;Responsabile dell'attività di intermediazione;
16583;A000134228;A000574420;Responsabile dell'attività di intermediazione;
16584;B000635536;B000635205;Responsabile dell'attività di intermediazione;
16585;B000635536;B000635205;Rappresentante Legale;
16586;B000013939;B000548946;Responsabile dell'attività di intermediazione;
16587;B000170028;B000148512;Amministratore Delegato;
16588;A000002493;A000437328;Responsabile dell'attività di intermediazione;
16589;A000002716;A000241525;Responsabile dell'attività di intermediazione;
16590;A000006795;A000489721;Responsabile dell'attività di intermediazione;
16591;A000379916;A000782382;Responsabile dell'attività di intermediazione;
16592;A000259439;A000757042;Responsabile dell'attività di intermediazione;
16593;A000243495;A000383357;Responsabile dell'attività di intermediazione;
16594;A000003251;A000455367;Responsabile dell'attività di intermediazione;
16595;A000088857;A000012393;Responsabile dell'attività di intermediazione;
16596;A000169929;A000133991;Responsabile dell'attività di intermediazione;
16597;A000078914;A000087938;Responsabile dell'attività di intermediazione;
16598;A000056572;A000580823;Responsabile dell'attività di intermediazione;
16599;A000037385;A000749823;Responsabile dell'attività di intermediazione;
16600;A000670090;A000643188;Responsabile dell'attività di intermediazione;
16601;A000072999;A000382605;Responsabile dell'attività di intermediazione;
16602;A000009916;A000671187;Responsabile dell'attività di intermediazione;
16603;A000002962;A000012129;Responsabile dell'attività di intermediazione;
16604;A000726683;A000655904;Responsabile dell'attività di intermediazione;
16605;A000179386;A000733560;Responsabile dell'attività di intermediazione;
16606;A000005401;A000683192;Responsabile dell'attività di intermediazione;
16607;A000072126;A000680877;Responsabile dell'attività di intermediazione;
16608;A000492173;A000685633;Responsabile dell'attività di intermediazione;
16609;A000113951;A000331726;Responsabile dell'attività di intermediazione;
16610;A000140435;A000713797;Responsabile dell'attività di intermediazione;
16611;A000075690;A000055557;Responsabile dell'attività di intermediazione;
16612;A000080645;A000269900;Responsabile dell'attività di intermediazione;
16613;A000101367;A000403800;Responsabile dell'attività di intermediazione;
16614;B000082935;B000302472;Direttore Generale;
16615;A000047075;A000012780;Responsabile dell'attività di intermediazione;
16616;A000051255;A000273643;Responsabile dell'attività di intermediazione;
16617;A000407103;A000387912;Responsabile dell'attività di intermediazione;
16618;A000075073;A000109652;Responsabile dell'attività di intermediazione;
16619;A000077626;A000636812;Responsabile dell'attività di intermediazione;
16620;A000000798;A000722013;Responsabile dell'attività di intermediazione;
16621;A000137013;A000707551;Responsabile dell'attività di intermediazione;
16622;A000747857;A000749509;Responsabile dell'attività di intermediazione;
16623;A000087508;A000416542;Responsabile dell'attività di intermediazione;
16624;A000457009;A000822598;Responsabile dell'attività di intermediazione;
16625;A000630069;A000635427;Responsabile dell'attività di intermediazione;
16626;A000039861;A000788777;Responsabile dell'attività di intermediazione;
16627;A000153632;A000153731;Responsabile dell'attività di intermediazione;
16628;A000140994;A000685139;Responsabile dell'attività di intermediazione;
16629;A000047625;A000281470;Responsabile dell'attività di intermediazione;
16630;A000132910;A000562074;Responsabile dell'attività di intermediazione;
16631;A000071029;A000091155;Responsabile dell'attività di intermediazione;
16632;A000003806;A000106507;Responsabile dell'attività di intermediazione;
16633;A000003806;A000124026;Responsabile dell'attività di intermediazione;
16634;A000142918;A000143342;Responsabile dell'attività di intermediazione;
16635;A000055478;A000107209;Responsabile dell'attività di intermediazione;
16636;A000073148;A000073139;Responsabile dell'attività di intermediazione;
16637;A000002120;A000118060;Responsabile dell'attività di intermediazione;
16638;B000200064;B000198637;Responsabile dell'attività di intermediazione;
16639;A000186463;A000419288;Responsabile dell'attività di intermediazione;
16640;A000082785;A000245808;Responsabile dell'attività di intermediazione;
16641;A000320361;A000699480;Responsabile dell'attività di intermediazione;
16642;A000062342;A000567457;Responsabile dell'attività di intermediazione;
16643;A000038977;A000012469;Responsabile dell'attività di intermediazione;
16644;A000147219;A000511536;Responsabile dell'attività di intermediazione;
16645;A000572638;A000804228;Responsabile dell'attività di intermediazione;
16646;A000186647;A000452884;Responsabile dell'attività di intermediazione;
16647;A000003387;A000666372;Responsabile dell'attività di intermediazione;
16648;B000185575;B000778092;Responsabile dell'attività di intermediazione;
16649;A000082663;A000795031;Responsabile dell'attività di intermediazione;
16650;A000064187;A000511500;Responsabile dell'attività di intermediazione;
16651;B000144109;B000386020;Responsabile dell'attività di intermediazione;
16652;B000014092;B000548946;Responsabile dell'attività di intermediazione;
16653;A000049522;A000592008;Responsabile dell'attività di intermediazione;
16654;B000009326;B000644633;Responsabile dell'attività di intermediazione;
16655;A000107254;A000110331;Responsabile dell'attività di intermediazione;
16656;A000076041;A000279770;Responsabile dell'attività di intermediazione;
16657;A000091499;A000651336;Responsabile dell'attività di intermediazione;
16658;A000185448;A000151798;Responsabile dell'attività di intermediazione;
16659;A000082501;A000442089;Responsabile dell'attività di intermediazione;
16660;A000629462;A000060831;Responsabile dell'attività di intermediazione;
16661;A000629257;A000572935;Responsabile dell'attività di intermediazione;
16662;B000014188;B000480186;Responsabile dell'attività di intermediazione;
16663;A000010537;A000498377;Responsabile dell'attività di intermediazione;
16664;A000135397;A000682736;Responsabile dell'attività di intermediazione;
16665;A000101803;A000264887;Responsabile dell'attività di intermediazione;
16666;A000161140;A000426885;Responsabile dell'attività di intermediazione;
16667;A000129443;A000129437;Responsabile dell'attività di intermediazione;
16668;A000184397;A000710815;Responsabile dell'attività di intermediazione;
16669;A000003203;A000483982;Responsabile dell'attività di intermediazione;
16670;A000065493;A000568613;Responsabile dell'attività di intermediazione;
16671;A000002059;A000426647;Responsabile dell'attività di intermediazione;
16672;A000003015;A000253957;Responsabile dell'attività di intermediazione;
16673;A000004310;A000410285;Responsabile dell'attività di intermediazione;
16674;A000118247;A000646970;Responsabile dell'attività di intermediazione;
16675;B000082218;B000051753;Responsabile dell'attività di intermediazione;
16676;A000245193;A000679244;Responsabile dell'attività di intermediazione;
16677;A000050589;A000050107;Responsabile dell'attività di intermediazione;
16678;A000156792;A000154970;Responsabile dell'attività di intermediazione;
16679;A000063563;A000075941;Responsabile dell'attività di intermediazione;
16680;A000264381;A000266097;Responsabile dell'attività di intermediazione;
16681;B000115272;B000234501;Rappresentante Legale;
16682;A000182793;A000182794;Responsabile dell'attività di intermediazione;
16683;A000010077;A000061957;Responsabile dell'attività di intermediazione;
16684;A000534106;A000565140;Responsabile dell'attività di intermediazione;
16685;A000077343;A000437719;Responsabile dell'attività di intermediazione;
16686;A000079895;A000070732;Responsabile dell'attività di intermediazione;
16687;A000101493;A000530835;Responsabile dell'attività di intermediazione;
16688;A000002733;A000012376;Responsabile dell'attività di intermediazione;
16689;A000324156;A000135460;Responsabile dell'attività di intermediazione;
16690;A000072720;A000538563;Responsabile dell'attività di intermediazione;
16691;A000754345;A000137911;Responsabile dell'attività di intermediazione;
16692;B000628721;B000097005;Responsabile dell'attività di intermediazione;
16693;A000058244;A000439732;Responsabile dell'attività di intermediazione;
16694;A000298780;A000298779;Responsabile dell'attività di intermediazione;
16695;A000164700;A000820056;Responsabile dell'attività di intermediazione;
16696;B000011470;B000546068;Rappresentante Legale;
16697;B000011470;B000727093;Rappresentante Legale;
16698;A000000922;A000477702;Responsabile dell'attività di intermediazione;
16699;A000521127;A000603727;Responsabile dell'attività di intermediazione;
16700;A000638147;A000651246;Responsabile dell'attività di intermediazione;
16701;A000734666;A000721189;Responsabile dell'attività di intermediazione;
16702;A000055103;A000708131;Responsabile dell'attività di intermediazione;
16703;A000234267;A000699608;Responsabile dell'attività di intermediazione;
16704;B000497999;B000625699;Responsabile dell'attività di intermediazione;
16705;B000497999;B000805643;Rappresentante Legale;
16706;A000190808;A000122990;Responsabile dell'attività di intermediazione;
16707;A000083203;A000403233;Responsabile dell'attività di intermediazione;
16708;A000130182;A000588247;Responsabile dell'attività di intermediazione;
16709;B000274643;B000730038;Rappresentante Legale;
16710;A000084810;A000079660;Responsabile dell'attività di intermediazione;
16711;A000001114;A000062744;Responsabile dell'attività di intermediazione;
16712;A000158392;A000273009;Responsabile dell'attività di intermediazione;
16713;A000101436;A000101385;Responsabile dell'attività di intermediazione;
16714;B000631755;B000632695;Rappresentante Legale;
16715;B000631179;B000234004;Responsabile dell'attività di intermediazione;
16716;A000449106;A000747484;Responsabile dell'attività di intermediazione;
16717;A000179460;A000164179;Responsabile dell'attività di intermediazione;
16718;A000500760;A000391635;Responsabile dell'attività di intermediazione;
16719;B000014160;B000234004;Rappresentante Legale;
16720;A000146303;A000142856;Responsabile dell'attività di intermediazione;
16721;B000004872;B000320156;Responsabile dell'attività di intermediazione;
16722;B000004872;B000320156;Rappresentante Legale;
16723;B000634904;B000428091;Responsabile dell'attività di intermediazione;
16724;B000634904;B000428091;Rappresentante Legale;
16725;B000633944;B000396977;Rappresentante Legale;
16726;A000174150;A000579611;Responsabile dell'attività di intermediazione;
16727;B000634845;B000641591;Responsabile dell'attività di intermediazione;
16728;B000066523;B000597547;Responsabile dell'attività di intermediazione;
16729;A000005129;A000558018;Responsabile dell'attività di intermediazione;
16730;A000005639;A000526826;Responsabile dell'attività di intermediazione;
16731;B000418812;B000460282;Responsabile dell'attività di intermediazione;
16732;B000013912;B000065009;Rappresentante Legale;
16733;B000013912;B000400942;Amministratore Delegato;
16734;B000013879;B000605123;Responsabile dell'attività di intermediazione;
16735;A000686283;A000684746;Responsabile dell'attività di intermediazione;
16736;A000007586;A000012743;Responsabile dell'attività di intermediazione;
16737;B000062798;B000506272;Rappresentante Legale;
16738;B000493094;B000055861;Responsabile dell'attività di intermediazione;
16739;A000133793;A000130261;Responsabile dell'attività di intermediazione;
16740;A000587828;A000386086;Responsabile dell'attività di intermediazione;
16741;B000065187;B000409889;Rappresentante Legale;
16742;B000278602;B000190757;Responsabile dell'attività di intermediazione;
16743;B000323794;B000055861;Responsabile dell'attività di intermediazione;
16744;B000507116;B000653996;Responsabile dell'attività di intermediazione;
16745;B000098006;B000097212;Responsabile dell'attività di intermediazione;
16746;A000058090;A000073389;Responsabile dell'attività di intermediazione;
16747;B000743227;B000751958;Amministratore Delegato;
16748;B000743227;B000477165;Responsabile dell'attività di intermediazione;
16749;A000639692;A000601205;Responsabile dell'attività di intermediazione;
